VPS 3.5 - List (VPX tables Only) -- Last updated: 0	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Pink Panther (Gottlieb 1981)		SS	VPX	Bord, HauntFreaks, LuvThatApex, Arngrim, BorgDog, nFozzy, Rothbauerw	Bord, HauntFreaks, LuvThatApex, Arngrim, BorgDog, nFozzy, Rothbauerw	2.0		FALSE	
Pink Panther (Gottlieb 1981)	Sound MOD	SS	VPX	Xenonph, Bord, HauntFreaks, nFozzy, Luvtahtapex, Arngrim, BorgDog	Xenonph, Bord, HauntFreaks, nFozzy, Luvtahtapex, Arngrim, BorgDog	2.1		FALSE	
PinUP JukeBox - The 80s (Original 2019)	PinUP Player JukeBox Template	SS	VPX	NailBuster, OPeCKiE, Javier, Brendan Bailey, DJRobX	NailBuster, OPeCKiE, Javier, Brendan Bailey, DJRobX	1.3.2		FALSE	
Pioneer (Gottlieb 1976)		EM	VPX	Loserman76, Allknowing2012, Wildman	Loserman76, Allknowing2012, Wildman	1.0		FALSE	
Pirate Gold (Chicago Coin 1969)		EM	VPX	Scottacus, nFozzy, Bord, Kds70, JR, Whirlwind	Scottacus, nFozzy, Bord, Kds70, JR, Whirlwind	1.0		FALSE	
Pirates of the Caribbean (Stern 2006)	MOD	SS	VPX	Visualpinballfan, SliderPoint, Bigus1	Visualpinballfan, SliderPoint, Bigus1	1.0	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)	SliderPoint version	SS	VPX	SliderPoint, BorgDog, 32assassin, Bord, HauntFreaks, Schreibi34, Frenaticamnesic, Stat	SliderPoint, BorgDog, 32assassin, Bord, HauntFreaks, Schreibi34, Frenaticamnesic, Stat	1.1	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)	Siggis MOD	SS	VPX	Siggi, SliderPoint, Sixtoe	Siggi, SliderPoint, Sixtoe	1.0.1	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)		SS	VPX	32assassin, Freneticamnesic, Bord, HauntFreaks, Schreibi34	32assassin, Freneticamnesic, Bord, HauntFreaks, Schreibi34	1.0	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)		SS	VPX	Freneticamnesic	Freneticamnesic	05217a	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)	Hanibals 4k MOD	SS	VPX	Hanibal2001, Freneticamnesic, 85vett, Rom, Glxb, Slamtilt	Hanibal2001, Freneticamnesic, 85vett, Rom, Glxb, Slamtilt	1.3	potc_600as	FALSE	
Pit Stop (Williams 1968)		EM	VPX	Alois	Alois	1.0		FALSE	
PJ Masks (Original 2020)	Mod of Mussinger's Ace of Speed (Original 2019)	SS	VPX	Donuts10, Mussinger	Donuts10, Mussinger	1.3	mousn_l1	FALSE	
Playball (Gottlieb 1971)		EM	VPX	Loserman76	Loserman76	1.0		FALSE	
Playboy (Bally 1978)	MOD	SS	VPX	DJSpeedy, HSM	DJSpeedy, HSM	1.2		FALSE	
Playboy (Bally 1978)		SS	VPX	HSM, Popotte, 32assassin, Inkochnito, ICPjuggla	HSM, Popotte, 32assassin, Inkochnito, ICPjuggla	1.0		FALSE	
Playboy (Bally 1978)		SS	VPX	ICPjuggla & Gtxjoe	ICPjuggla & Gtxjoe	1.3		FALSE	
Playboy (Bally 1978)	Nude MOD	SS	VPX	Editoy, ICPjuggla	Editoy, ICPjuggla	1.0		FALSE	
Playboy (Stern 2002)		SS	VPX	HiRez00, Rascal, GothGloom, Mary, Bigus1, Siggi, Tab, Destruk, Dark, Zany, nFozzy, Thalamus, Arngrim	HiRez00, Rascal, GothGloom, Mary, Bigus1, Siggi, Tab, Destruk, Dark, Zany, nFozzy, Thalamus, Arngrim	1.1	playboys	FALSE	
PlayMates (Gottlieb 1968)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Pokemon Pinball (Original 2020)	MOD of JPSalas's Pokemon Pinball (Original 2016)	SS	VPX	Dimercu9, JPSalas, Mario, DiMercurio, John Memeo, David Deakin, Opecki Derpenstein, Joey Beaulieu	Dimercu9, JPSalas, Mario, DiMercurio, John Memeo, David Deakin, Opecki Derpenstein, Joey Beaulieu	1.0		FALSE	
Polar Explorer (Taito do Brasil 1983)		SS	VPX	JPSalas, Carlos Guizzo, 32assassin, Bord, Pmax65	JPSalas, Carlos Guizzo, 32assassin, Bord, Pmax65	2.0.0		FALSE	
Polar Explorer (Taito do Brasil 1983)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum, Stat, Carlos Guizzo	Morttis, JPSalas, Arconovum, Stat, Carlos Guizzo	2.0.0 - rev.1.0 [D&N][CC][FSS][SS][10.6+]		FALSE	
Polar Explorer (Taito do Brasil 1983)		SS	VPX	32assassin, Carlos Guizzo, Kiwi	32assassin, Carlos Guizzo, Kiwi	1.3		FALSE	
Polar Express Pinball (Original 2018)	Mod of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Lizard 	Stevegooner123, Xenonph, Lizard 	1.0	playboy	FALSE	
Polar Express XL Pinball (Original 2018)	Mod of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Lizard 	Stevegooner123, Xenonph, Lizard 	1.0	playboy	FALSE	
Police Academy (Original 2019)	Retheme of JPSalas's Miraculous (Original 2019)	EM	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0		FALSE	
Polo (Gottlieb 1970)		EM	VPX	Loserman76	Loserman76	1.0b		FALSE	
Pompeii (Williams 1978)	Arcade - Bowler	SS	VPX	Rascal	Rascal	1.0	pomp_l1	FALSE	
Pool Sharks (Bally 1990)		SS	VPX	JPSalas, Akiles50000, Kiwi	JPSalas, Akiles50000, Kiwi	1.0.1		FALSE	
Pool Sharks (Bally 1990)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum	Morttis, JPSalas, Arconovum	1.0.1 - rev.1.0 [FSS]		FALSE	
Pop-A-Card (Gottlieb 1972)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Popeye Saves the Earth (Bally 1994)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, JPJ, Mfuegemann, Dark, Neo, Arngrim, Ninuzzu, Pteri Renbro, Joakim Lund, Rob Ross, JPSalas, Chucky, Aetios, Hbg4208, Bambi Platfuss	Arconovum, JPJ, Mfuegemann, Dark, Neo, Arngrim, Ninuzzu, Pteri Renbro, Joakim Lund, Rob Ross, JPSalas, Chucky, Aetios, Hbg4208, Bambi Platfuss	1.0 FSS Rev. R2.5	pop_lx5	FALSE	
Popeye Saves the Earth (Bally 1994)		SS	VPX	JPJ, Mfuegemann, Dark, Neo, Arngrim, Ninuzzu, Pteri Renbro, Joakim Lund, Rob Ross, JPSalas, Chucky, Aetios, Hbg4208, Bambi Platfuss	JPJ, Mfuegemann, Dark, Neo, Arngrim, Ninuzzu, Pteri Renbro, Joakim Lund, Rob Ross, JPSalas, Chucky, Aetios, Hbg4208, Bambi Platfuss	1.1	pop_lx5	FALSE	
Poseidon (Gottlieb 1978)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Positronic (Original 2016)		SS	VPX	TheGhost787	TheGhost787	1.0		FALSE	
Post Time (Williams 1969)		EM	VPX	Wimkuijp	Wimkuijp	3.10.6.1		FALSE	
Power Play, Bobby Orr's (Bally 1978)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord	Arconovum, Bord	1.0 FSS Rev. R2.5		FALSE	
Power Play, Bobby Orr's (Bally 1978)		SS	VPX	Bord, Arngrim, TheLoafer	Bord, Arngrim, TheLoafer	1.0.2		FALSE	
Predator (Original 2019)	Retheme of Black Pyramid (Bally 1984)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.1a	blakpyra	FALSE	
Primus (Stern 2018)	Don't forget to download Music files!	SS	VPX	Drummer72, Thalamus, HauntFreaks, Allknowing	Drummer72, Thalamus, HauntFreaks, Allknowing	1.0		FALSE	
Prison Break (Original 2018)	Retheme of Gradius (Original 2017)	SS	VPX	Ivantba, Wizball	Ivantba, Wizball	2.0		FALSE	
Pro Pinball The Web (Cunning Developments 1995)	Remake of Pro Pinball: The Web (Cunning Developments 1995)	SS	VPX	Mfuegemann, Zany, PinballWiz45b, Arngrim, Batch, Sir Cheddar	Mfuegemann, Zany, PinballWiz45b, Arngrim, Batch, Sir Cheddar	1.2		FALSE	
Pro Pool (Gottlieb 1973)		EM	VPX	Loserman76	Loserman76	1.0		FALSE	
Pro-Football (Gottlieb 1973)		EM	VPX	Loserman76, Popotte, Wildman	Loserman76, Popotte, Wildman	1.0a		FALSE	
Professional Pinball Challenger I (Professional Pinball 1981)		SS	VPX	32assassin	32assassin	1.0		FALSE	
Professional Pinball Challenger V (Professional Pinball 1981)		SS	VPX	32assassin	32assassin	1.0		FALSE	
Prospector (Sonic 1977)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a		FALSE	
Psychedelic (Gottlieb 1970)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Pulp Fiction (Original 2020)	Retheme of Paragon (Bally 1979) and Kiss (Bally 1979)	SS	VPX	John22	John22	1.1	kissc	FALSE	
Punk! (Gottlieb 1982)		SS	VPX	Balater, 32assassin, Mfuegemann, Roccodimarco, Robotron1969	Balater, 32assassin, Mfuegemann, Roccodimarco, Robotron1969	1.22		FALSE	
Punk! (Gottlieb 1982)		SS	VPX	Scotty VH	Scotty VH	0.9 WIP		FALSE	
Pyramid (Gottlieb 1978)		EM	VPX	BorgDog, JPSalas	BorgDog, JPSalas	1.1		FALSE	
Q-Bert's Quest (Gottlieb 1983)		SS	VPX	Bord	Bord	2.0	qbquest	FALSE	
Queen Pinball (Original 2020)	Graphic MOD of JPSalas's Charlie's Angels (Gottlieb 1978)	SS	VPX	Marty, Ivantba	Marty, Ivantba	3.1	charlies	FALSE	
Quick Draw (Gottlieb 1975)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a		FALSE	
Quicksilver (Stern 1980)		SS	VPX	32assassin	32assassin	1.1	quicksil	FALSE	
Rack 'Em Up! (Gottlieb 1983)		SS	VPX	Kalavera3, Inkochnito, Tab, LuvThatApex, Destruk, Dboyrecords, Wildman, Stat, Bord, Arngrim	Kalavera3, Inkochnito, Tab, LuvThatApex, Destruk, Dboyrecords, Wildman, Stat, Bord, Arngrim	1.0.3	rackemup	FALSE	
Rack-A-Ball (Gottlieb 1962)		EM	VPX	Loserman76	Loserman76	1.0		FALSE	
Radical! (Bally 1990)		SS	VPX	JPSalas, Leo, Grizz, Hassanchop, Wtiger, 32assassin, ClarkKent	JPSalas, Leo, Grizz, Hassanchop, Wtiger, 32assassin, ClarkKent	1.1.1	radcl_l1	FALSE	
Rally (Taito do Brasil 1980)		SS	VPX	JPSalas, Tio Italo, Carlos Guizzo, Pmax65	JPSalas, Tio Italo, Carlos Guizzo, Pmax65	2.0.0	rally	FALSE	
Rambo (Original 2019)	MOD of Raven (Gottlieb 1986)	SS	VPX	Tom, Rascal, Bord, 32assassin, Randr, Arngrim, Thalamus, ICPjuglla, GtxJoe, Wildman, Dark	Tom, Rascal, Bord, 32assassin, Randr, Arngrim, Thalamus, ICPjuglla, GtxJoe, Wildman, Dark	1.2	raven	FALSE	
Rambo First Blood Part II (Original 2020)	Retheme of Raven (Gottlieb 1986)	SS	VPX	Ivantba, Armyaviation, Bord, Rascal	Ivantba, Armyaviation, Bord, Rascal	1.1	ravena	FALSE	
Rambo NES Contra (Original 2019)	Graphics MOD of Tom's Rambo (Original 2019)	SS	VPX	Rx2006je, Tom	Rx2006je, Tom	1.1	raven	FALSE	
Rambo NES Contra ( )	Music MOD	SS	VPX	Game Modder	Game Modder	1.2c	raven	FALSE	
Rancho (Gottlieb 1966)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Rapid Fire (Bally 1982)		SS	VPX	Lizard	Lizard	1.0	rapidfir	FALSE	
Rat Fink (Original 2016)	Conversion of Star Trek (Bally 1979)	SS	VPX	HauntFreaks, JPSalas, Rothbauwerw, BorgDog	HauntFreaks, JPSalas, Rothbauwerw, BorgDog	1.1		FALSE	
Raven (Gottlieb 1986)		SS	VPX	Tom, Rascal, Bord, 32assassin, Randr, Arngrim, Thalamus, ICPjuglla, GtxJoe, Wildman, Dark	Tom, Rascal, Bord, 32assassin, Randr, Arngrim, Thalamus, ICPjuglla, GtxJoe, Wildman, Dark	1.2	raven	FALSE	
Raven (Gottlieb 1986)		SS	VPX	Rascal, Destruk, Tab, Moonchild, CaptainNeo	Rascal, Destruk, Tab, Moonchild, CaptainNeo	1.3	raven	FALSE	
Ready...Aim...Fire! (Gottlieb 1983)		SS	VPX	BlackPredator72, Tab, Eala Dubh, Sidhe, Gaston, Destruk	BlackPredator72, Tab, Eala Dubh, Sidhe, Gaston, Destruk	1.1	raimfire	FALSE	
Red & Ted's Road Show (Williams 1994)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Knorr, ClarkKent, Arngrim, Mjr, Kiwi, Gigagula	Arconovum, Knorr, ClarkKent, Arngrim, Mjr, Kiwi, Gigagula	1.1 FSS Rev. R2.51	rs_l6	FALSE	
Red & Ted's Road Show (Williams 1994)		SS	VPX	Knorr, ClarkKent, Fuzzel, Toxie, Zany, Dark, Mjr, Arngrum, Kiwi, Gigagula	Knorr, ClarkKent, Fuzzel, Toxie, Zany, Dark, Mjr, Arngrum, Kiwi, Gigagula	1.1	rs_l6	FALSE	
Red Sonja (Original 2019)	Retheme of JPSalas's Nitro Ground Shaker (Bally 1980)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0	ngndshkr	FALSE	
Rescue 911 (Gottlieb 1994)		SS	VPX	Dozer, DJRobX, Bord, Zany, ICP Juggla, Ninuzzu	Dozer, DJRobX, Bord, Zany, ICP Juggla, Ninuzzu	1.3	rescu911	FALSE	
Resident Evil VII (Original 2019)	Retheme of JPSalas's Fire Action De Luxe (Taito do Brasil 1983)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0	fireactd	FALSE	
Retro Zombie Adventure Land (Original 2016)		SS	VPX	TheGhost787, Ben Heck, Zidware John	TheGhost787, Ben Heck, Zidware John	1.0		FALSE	
Rey de Diamantes (Petaco 1967)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Rick and Morty (Original 2019)	Reskin of Fast Draw (Gottlieb 1975)	EM	VPX	Dunriwikan45	Dunriwikan45	1.0		FALSE	
Rider's Surf (Jocmatic 1986)		SS	VPX	Mfuegemann, Akiles50000, Dark, Gtxjoe, Mustang1961	Mfuegemann, Akiles50000, Dark, Gtxjoe, Mustang1961	1.1	ridersrf	FALSE	
Ripley's Believe It or Not! (Stern 2004)		SS	VPX	JPSalas Francisco666, Fuzzel, Leo	JPSalas Francisco666, Fuzzel, Leo	2.0.1	ripleys	FALSE	
Ripley's Believe It or Not! (Stern 2004)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum	Morttis, JPSalas, Arconovum	2.0.1 - Rev.1 [FSS]	ripleys	FALSE	
Ripley's Believe It or Not! (Stern 2004)	Detail MOD	SS	VPX	JPSalas, HauntFreaks	JPSalas, HauntFreaks	1.0.3	ripleys	FALSE	
Ro Go (Bally 1974)		EM	VPX	HSM	HSM	1.0		FALSE	
Road Blues (Original 2020)	Retheme of Seawitch (Stern 1980)	SS	VPX	Marty	Marty	2.0		FALSE	
Road Kings (Williams 1986)		SS	VPX	SliderPoint	SliderPoint	1.1	rdkng_l4	FALSE	
Road Race (Gottlieb 1969)		EM	VPX	Loserman76, Dazz, Freneticamnesic, Grizz, GNance, Zany, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	Loserman76, Dazz, Freneticamnesic, Grizz, GNance, Zany, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0b		FALSE	
Road Runner (Atari 1979)		SS	VPX	Kalavera3	Kalavera3	2.0	roadrunr	FALSE	
Road Runner (Atari 1979)	Sound MOD	SS	VPX	Xenonph, Kalavera, Tab, Arngrim, Flupper, Thalamus, Allknowing2012, GtxJoe, DJRobX, Stat, nFozzy, Slydog43	Xenonph, Kalavera, Tab, Arngrim, Flupper, Thalamus, Allknowing2012, GtxJoe, DJRobX, Stat, nFozzy, Slydog43	1.1	roadrunr	FALSE	
Rob Zombie's Spookshow International (Standard Edition) (Spooky Pinball 2016)		SS	VPX	TheGhost787	TheGhost787	1.0		FALSE	
Robo-War (Gottlieb 1988)		SS	VPX	Balater	Balater	1.0.0		FALSE	
Robo-War (Gottlieb 1988)		SS	VPX	Dozer	Dozer	1.0		FALSE	
Robocop (Data East 1989)		SS	VPX	ICPjuggla, Talantyyr, Dozer & Dark	ICPjuggla, Talantyyr, Dozer & Dark	1.4	robo_a34	FALSE	
Robocop 3 (Original 2018)		SS	VPX	Ivantba, Hsm	Ivantba, Hsm	1.0		FALSE	
Robot (Zaccaria 1985)		SS	VPX	32assassin	32assassin	1.1	robot	FALSE	
Rock (Gottlieb 1985)		SS	VPX	JPSalas, Darquayle	JPSalas, Darquayle	1.0.0	rock	FALSE	
Rock And Roll (Original 2020)		SS	VPX	Marty	Marty	1.2		FALSE	
Rock Star (Gottlieb 1978)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Rocket III (Bally 1967)		EM	VPX	Loserman76, HauntFreaks, GNance, Arngrim, JPSalas, Pinuck, BorgDog, Popotte	Loserman76, HauntFreaks, GNance, Arngrim, JPSalas, Pinuck, BorgDog, Popotte	1.0b		FALSE	
RockMakers (Bally 1968)		EM	VPX	Wimkuijp, Jan Izaks	Wimkuijp, Jan Izaks	2.2		FALSE	
Rocky (Original 2020)	Based on JPSalas's Ali (Stern 1980)	SS	VPX	Marty, JPSalas	Marty, JPSalas	1.1		FALSE	
Rocky (Gottlieb 1982)		SS	VPX	Tom, Randr, UncleWilly, Bord, Wildman	Tom, Randr, UncleWilly, Bord, Wildman	1.2	rocky	FALSE	
Roller Coaster (Gottlieb 1971)		EM	VPX	HauntFreaks, BorgDog	HauntFreaks, BorgDog	2.0		FALSE	
Roller Coaster (Gottlieb 1971)		EM	VPX	Loserman76, HauntFreaks, GNance, JPSalas, Pinuck, BorgDog, Arngrim	Loserman76, HauntFreaks, GNance, JPSalas, Pinuck, BorgDog, Arngrim	1.0		FALSE	
Roller Derby (Bally 1960)		EM	VPX	Hsm	Hsm	2.0		FALSE	
Roller Disco (Gottlieb 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, BorgDog, HauntFreaks	Arconovum, BorgDog, HauntFreaks	1.0 FSS Rev. R2.5	roldisco	FALSE	
Roller Disco (Gottlieb 1980)		SS	VPX	BorgDog, HauntFreaks, Senseless	BorgDog, HauntFreaks, Senseless	1.02	roldisco	FALSE	
RollerCoaster Tycoon (Stern 2002)		SS	VPX	JPSalas, ClarkKent, Arngrim, Outhere, 32assassin	JPSalas, ClarkKent, Arngrim, Outhere, 32assassin	1.0.3	rctycn	FALSE	
RollerCoaster Tycoon (Stern 2002)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum	Morttis, JPSalas, Arconovum	1.0.3 - Rev.1 [FSS]	rctycn	FALSE	
Rollergames (Williams 1990)		SS	VPX	Javier15	Javier15	1.0.1a	rollr_l2	FALSE	
Rollergames (Williams 1990)	Drop Target MOD	SS	VPX	DarthMarino, Javier15	DarthMarino, Javier15	1.2	rollr_l2	FALSE	
Rolling Stones (Bally 1980)	iDig rEMix Vol. 2 - Music MOD	SS	VPX	JPSalas, iDigStuff	JPSalas, iDigStuff	1.2	rollstob	FALSE	
Rolling Stones (Bally 1980)		SS	VPX	JPSalas	JPSalas	1.0.2	rollstob	FALSE	
Roman Victory (Taito do Brasil 1977)		SS	VPX	JPSalas, Editoy, Akiles50000, Stat, Carlos Guizzo	JPSalas, Editoy, Akiles50000, Stat, Carlos Guizzo	2.0.0		FALSE	
Royal Flush (Gottlieb 1976)		EM	VPX	BorgDog	BorgDog	1.0		FALSE	
Royal Flush Deluxe (Gottlieb 1983)		SS	VPX	Balater, BorgDog, Mike da Spike	Balater, BorgDog, Mike da Spike	1.03	rflshdlx	FALSE	
Royal Guard (Gottlieb 1968)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0a		FALSE	
Royal Pair (Gottlieb 1974)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0a		FALSE	
Safe Cracker (Bally 1996)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Flupper, Fuzzel, Rothbauerw, HauntFreaks, Destruk, JPSalas, UncleWilly	Arconovum, Flupper, Fuzzel, Rothbauerw, HauntFreaks, Destruk, JPSalas, UncleWilly	1.0.1 FSS Rev. R2.5	sc_18	FALSE	
Safe Cracker (Bally 1996)		SS	VPX	Fuzzel, Flupper, Rothbauerw, Acronovum, HauntFreaks, ICPJuggla, OldskoolGamer, Herweh, Destruk, JPSalas, UncleWilly	Fuzzel, Flupper, Rothbauerw, Acronovum, HauntFreaks, ICPJuggla, OldskoolGamer, Herweh, Destruk, JPSalas, UncleWilly	1.0	sc_18	FALSE	
Satin Doll (Williams 1975)		EM	VPX	Loserman76, Tom, Chinzman93, Wildman, Griz	Loserman76, Tom, Chinzman93, Wildman, Griz	1.0		FALSE	
Scared Stiff (Bally 1996)		SS	VPX	nFozzy, Shoopity, Dozer, JPSalas, HauntFreaks, ICPJuggla, Arngrim, Flupper, LoaderWeapon, Knorr	nFozzy, Shoopity, Dozer, JPSalas, HauntFreaks, ICPJuggla, Arngrim, Flupper, LoaderWeapon, Knorr	1.43	ss_15	FALSE	
Scared Stiff (Bally 1996)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Shoopity, Dozer, JPSalas, nFozzy, HauntFreaks, ICPJugglah, Arngrim, Flupper, LoadedWeapon, Knorr	Arconovum, Shoopity, Dozer, JPSalas, nFozzy, HauntFreaks, ICPJugglah, Arngrim, Flupper, LoadedWeapon, Knorr	1.24 FSS Rev. R2.6	ss_15	FALSE	
Scarface - Balls and Power (Original 2013)	VP9 to VPX MOD	SS	VPX	Goldchicco, 32assassin, JPSalas, Hassanchop, Luvthatapex, Rascal, Herweh, Arngrim	Goldchicco, 32assassin, JPSalas, Hassanchop, Luvthatapex, Rascal, Herweh, Arngrim	1.2		FALSE	
Scorpion (Williams 1980)		SS	VPX	Allknowing2012, Drybonz, John90803, Thalamus, HauntFreaks, Wolis	Allknowing2012, Drybonz, John90803, Thalamus, HauntFreaks, Wolis	2.1b	scrpn_l1	FALSE	
Scorpion (Williams 1980)	Bigus MOD	SS	VPX	Bigus1, Allknowing2012	Bigus1, Allknowing2012	1.0	scrpn_l1	FALSE	
Scorpion (Williams 1980)		SS	VPX	Allknowing2012, Daryl Erwin	Allknowing2012, Daryl Erwin	2.1	scrpn_l1	FALSE	
Scuba (Gottlieb 1970)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a		FALSE	
Sea Ray (Bally 1971)		EM	VPX	Scottacus, Bord, Kds70	Scottacus, Bord, Kds70	1.0.38		FALSE	
Seawitch (Stern 1980)		SS	VPX	Bord, DeathInc, JR, Thalamus, Tom, Mark70, PEandS1Ws, Jesperpark, Oldschool4, Naeromagus, Bjschneider93, Robertms Flstclasic, Kds70	Bord, DeathInc, JR, Thalamus, Tom, Mark70, PEandS1Ws, Jesperpark, Oldschool4, Naeromagus, Bjschneider93, Robertms Flstclasic, Kds70	1.0a	seawitch	FALSE	
Seawitch (Stern 1980)		SS	VPX	JPSalas, Martin Bunker, Leo, Jolo	JPSalas, Martin Bunker, Leo, Jolo	1.0.0	seawitch	FALSE	
Seawitch (Stern 1980)		SS	VPX	Flash62	Flash62	1.0	seawitch	FALSE	
Seawitch (Stern 1980)		SS	VPX	UncleWilly, HauntFreaks, 32assassin	UncleWilly, HauntFreaks, 32assassin	2.0	seawitch	FALSE	
Secret Service (Data East 1988)		SS	VPX	DCrosby, 32assassin, Roccodimarco, Robo43	DCrosby, 32assassin, Roccodimarco, Robo43	1.3	ssvc_a26	FALSE	
Secret Service (Data East 1988)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, DCrosby, Arconovum	Morttis, DCrosby, Arconovum	1.3 - Rev. 1.0 [FSS]	ssvc_a26	FALSE	
Serious Sam II (Original 2019)		SS	VPX	JPSalas	JPSalas	1.0.2		FALSE	
Serious Sam Pinball (Original 2017)		SS	VPX	JPSalas, ClarkKent, Thalamus, Arngrim	JPSalas, ClarkKent, Thalamus, Arngrim	3.0.0		FALSE	
Sexy Girl (Arkon 1980)		SS	VPX	Lizard, Destruk, Mickey, ICPJuggla, GtxJoe, Arngrim, Steely, Pinball Ken, Koadic, JimmyFingers, Rascal, CyberPez, Seraph74, HauntFreaks, JP	Lizard, Destruk, Mickey, ICPJuggla, GtxJoe, Arngrim, Steely, Pinball Ken, Koadic, JimmyFingers, Rascal, CyberPez, Seraph74, HauntFreaks, JP	1.0	playboy	FALSE	
Shangri-La (Williams 1967)		EM	VPX	Loserman76, Bodydump	Loserman76, Bodydump	1.0		FALSE	
Shark (Taito do Brasil 1982)		SS	VPX	JPSalas, Tio Italo, Carlos Guizzo, Pmax65	JPSalas, Tio Italo, Carlos Guizzo, Pmax65	2.0.0	sharkt	FALSE	
Shark (Taito do Brasil 1982)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum, Wildman, Carlos Guizzo	Morttis, JPSalas, Arconovum, Wildman, Carlos Guizzo	2.0.0 - rev.2.0 [D&N][CC][FSS][SS][10.6+]	sharkt	FALSE	
Sharkey's Shootout (Stern 2000)		SS	VPX	Diemonik, Freneticamnesic, JPSalas, Rx2006je	Diemonik, Freneticamnesic, JPSalas, Rx2006je	1.2.1	shrkysht	FALSE	
Sharp Shooter II (Game Plan 1983)		SS	VPX	Kalavera3, Kiwi, Dboyrecords, Destruk, Tab, Eala Dubh Sidhe, Aussie34, Stat, Wildman, Inkochnito, JPSalas, Assassins32, Ninuzzu, DJRobX, Rothbauerw, Flupper, HauntFreaks, Kds70, Thalamus	Kalavera3, Kiwi, Dboyrecords, Destruk, Tab, Eala Dubh Sidhe, Aussie34, Stat, Wildman, Inkochnito, JPSalas, Assassins32, Ninuzzu, DJRobX, Rothbauerw, Flupper, HauntFreaks, Kds70, Thalamus	1.2.2	sshootr2	FALSE	
Sharpshooter (Game Plan 1979)		SS	VPX	HSM, Bodydump, Thingamajiik, Darquayle, Htamas	HSM, Bodydump, Thingamajiik, Darquayle, Htamas	1.0	sshooter	FALSE	
