VPS 3.5 - List (VPX tables Only) -- Last updated: 0	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Monster Bash (Williams 1998)	Hanibal's Style MOD	SS	VPX	Hanibal2001	Hanibal2001	2.0	mb_106b	FALSE	
Monster Bash (Williams 1998)	Frank Eye and Flasher MODs	SS	VPX	Hanibal2001	Hanibal2001	2.3	mb_106b	FALSE	
Monster Rancher Pinball (Original 2019)	Retheme of 32assassin's High Speed (Williams 1986)	SS	VPX	Bigkahuna707, 32assassin, Krugger99, Flupper, nFozzy	Bigkahuna707, 32assassin, Krugger99, Flupper, nFozzy	1.0		FALSE	
Monsters (Dream Pinball 3D 2016)		SS	VPX	TheGhost787	TheGhost787	1.1		FALSE	
Monte Carlo (Bally 1973)		EM	VPX	Kees, Leon Spalding	Kees, Leon Spalding	1.00		FALSE	
Monte Carlo (Bally 1973)	MOD of Kees's Monte Carlo (Bally 1973)	EM	VPX	Albert, Kees	Albert, Kees	5.0		FALSE	
Monte Carlo (Gottlieb 1987)		SS	VPX	Rascal, Destruk, Lander, Tab, XtremeMame, Roccodimarco, BorgDog	Rascal, Destruk, Lander, Tab, XtremeMame, Roccodimarco, BorgDog	1.4	mntecrlo	FALSE	
Moon Light (Inder 1987)		SS	VPX	Goldchicco, 32assassin, Mfuegemann	Goldchicco, 32assassin, Mfuegemann	1.1	moonlght	FALSE	
Mortal Kombat (Original 2016)		SS	VPX	TheGhost787	TheGhost787	1.0		FALSE	
Mortal Kombat II Pinball Edition (Original 2016)		SS	VPX	Javier15, JPSalas	Javier15, JPSalas	1.0.1		FALSE	
Motley Crue (Original 2017)		SS	VPX	Mofstedahl	Mofstedahl	1.0		FALSE	
Motorhead (Original 2018)	Retheme of Blackout (Williams 1980)	SS	VPX	Batch, 32assassin, Flupper, Thalamus, Xenonph, Wizball, R_DuB, Herweh, Kiwi, Fuzzel	Batch, 32assassin, Flupper, Thalamus, Xenonph, Wizball, R_DuB, Herweh, Kiwi, Fuzzel	1.2	blkou_l1	FALSE	
Mousin' Around! (Bally 1989)		SS	VPX	Herweh, Schreibi34, OldSkoolGamer, ICPjuggla, Herweh, Cosmic80, Flupper, JPSalas, 32assassin, SliderPoint, Ninuzzu, Dark, DJRobX, RothbauerW, tttttwii, Bord, Thalamus	Herweh, Schreibi34, OldSkoolGamer, ICPjuggla, Herweh, Cosmic80, Flupper, JPSalas, 32assassin, SliderPoint, Ninuzzu, Dark, DJRobX, RothbauerW, tttttwii, Bord, Thalamus	1.1	mousn_l4	FALSE	
Mousin' Around! (Bally 1989)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Herweh, Arconovum	Morttis, Herweh, Arconovum	1.1 - rev.1.0 [FSS]	mousn_l4	FALSE	
Mr. & Mrs. Pac-Man Pinball (Bally 1982)		SS	VPX	32assassin, Francisco666	32assassin, Francisco666	1.0.1	m_mpac	FALSE	
Mr. & Mrs. Pac-Man Pinball (Bally 1982)		SS	VPX	Shockman	Shockman	1.2	m_mpac	FALSE	
Mr. Black (Taito do Brasil 1982)		SS	VPX	JPSalas, Carlos Guizzo, Pmax65	JPSalas, Carlos Guizzo, Pmax65	2.0.0	mrblack	FALSE	
Mr. Bubble (Original 2018)		EM	VPX	SpookyMoulder	SpookyMoulder	0.9		FALSE	
Mundial 90 (Inder 1990)		SS	VPX	Goldchicco, 32assassin, Pachecas, Arngrim	Goldchicco, 32assassin, Pachecas, Arngrim	1.2	mundial	FALSE	
Mustang (Gottlieb 1977)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Mustang (Limited Edition) (Stern 2014)	Siggis MOD	SS	VPX	Siggi, Dozer, Loserman76	Siggi, Dozer, Loserman76	1.1		FALSE	
Mustang (Limited Edition) (Stern 2014)		SS	VPX	Dozer, Dark, Stat	Dozer, Dark, Stat	1.1		FALSE	
Mystery Castle (Alvin G 1993)		SS	VPX	AgentEighty6, Gtxjoe, DJRobX, Arngrim, Thalamus, Vogliadicane, Kds70	AgentEighty6, Gtxjoe, DJRobX, Arngrim, Thalamus, Vogliadicane, Kds70	1.1.0	mystcast	FALSE	
Mystery Castle (Alvin G 1993)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, AgentEighty6, Arconovum, Wildman	Morttis, AgentEighty6, Arconovum, Wildman	1.1.0 - rev.2.0 [D&N][CC][FSS][DMD][10.6+]	mystcast	FALSE	
Mystic (Bally 1980)		SS	VPX	32assassin	32assassin	1.1	mysticb	FALSE	
Nairobi (Maresa 1966)		EM	VPX	JPSalas, Akiles50000, Loserman76, Kiwi, Jose Navarro, Basilio Garcia	JPSalas, Akiles50000, Loserman76, Kiwi, Jose Navarro, Basilio Garcia	1.0.1		FALSE	
Nascar (Stern 2005)		SS	VPX	Requlem, Zedonius	Requlem, Zedonius	1.01	dalejr	FALSE	
Nascar (Stern 2005)	FSS (Full Single Screen) MOD	SS	VPX	Morttis,Requlem, Arconovum	Morttis,Requlem, Arconovum	1.01 - Rev.1 [FSS]	dalejr	FALSE	
Nascar (Stern 2005)		SS	VPX	RustyCardores, Requlem, HauntFreaks, DJRobX	RustyCardores, Requlem, HauntFreaks, DJRobX	1.2	dalejr	FALSE	
Nascar - to - Dale Jr. (Stern 2005)	Patch to reskin game to Dale Jr. (Stern 2007) - Read Installation Instructions!	SS	VPX	32assassin, Tab, JP, Requiem	32assassin, Tab, JP, Requiem	1.0	dalejr	FALSE	
Nascar - to - Grand Prix (Stern 2005)	Patch to reskin game to Grand Prix (Stern 2005) - Read Installation Instructions!	SS	VPX	32assassin	32assassin	1.0	dalejr	FALSE	
National Lampoon's Christmas Vacation (Original 2019)	Graphics and Sound MOD of Lizard's Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Wildman, Lizard, Xenonph	Stevegooner123, Wildman, Lizard, Xenonph	1.0	playboy	FALSE	
Nautilus (Playmatic 1984)		SS	VPX	Goldchicco, Mfuegemann, Arngrim, 32assassin. Movieguru	Goldchicco, Mfuegemann, Arngrim, 32assassin. Movieguru	1.1	nautilus	FALSE	
NBA (Stern 2009)	Read the complete YouTube description for download location and read 'How to install.txt' in folder.	SS	VPX	Bambi Plattfuss, Team PP, JPJ, Chucky87, DJrobx, Arngrim, Vogldiance, 3rdaxis	Bambi Plattfuss, Team PP, JPJ, Chucky87, DJrobx, Arngrim, Vogldiance, 3rdaxis	1.4	nba_802	FALSE	
NBA (Stern 2009)	St. Pauli Rethemed Graphics MOD 	SS	VPX	Bambi Plattfuss, Team PP, JPJ, Chucky87, DJrobx, Arngrim, Vogldiance, 3rdaxis	Bambi Plattfuss, Team PP, JPJ, Chucky87, DJrobx, Arngrim, Vogldiance, 3rdaxis	1.4	nba_802	FALSE	
NBA Fastbreak (Bally 1997)	DarthMarino MOD	SS	VPX	DarthMarino, Hmueck, Aurich, Bmiki75, JPSalas, DJRobX, CarnyPriest	DarthMarino, Hmueck, Aurich, Bmiki75, JPSalas, DJRobX, CarnyPriest	1.2	nbaf_31	FALSE	
NBA Fastbreak (Bally 1997)	Batch MOD	SS	VPX	Batch, Aurich, Bmiki75, JPSalas, Hmueck	Batch, Aurich, Bmiki75, JPSalas, Hmueck	1.0	nbaf_31	FALSE	
NBA Fastbreak (Bally 1997)		SS	VPX	Hmueck	Hmueck	1.0	nbaf_31	FALSE	
NBA Mac (MAC S.A. 1996)		SS	VPX	Goldchicco, 32assassin, Mfuegemann, Batch, Movieguru	Goldchicco, 32assassin, Mfuegemann, Batch, Movieguru	1.1	nbamac	FALSE	
Need For Speed (Original 2018)	Retheme of Minions Pinball (Original 2017)	SS	VPX	Ivantba, Javier1515, Rom	Ivantba, Javier1515, Rom	1.2		FALSE	
Neptune (Gottlieb 1978)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar	1.0		FALSE	
Neptune (Gottlieb 1978)		EM	VPX	BorgDog, HauntFreaks	BorgDog, HauntFreaks	1.0		FALSE	
New Sexy Girl (Original 1980)	MOD of Sexy Girl (Arkon 1980)	SS	VPX	Siggi, Lizard	Siggi, Lizard	1.0	playboy	FALSE	
New Wave (Bell Games 1985)		SS	VPX	Scotty VH, Cyber[ez, JPSalas, Thalamus	Scotty VH, Cyber[ez, JPSalas, Thalamus	0.72	newwave	FALSE	
New World (Playmatic 1976)		EM	VPX	JPSalas, Pedator	JPSalas, Pedator	1.0.0		FALSE	
New York (Gottlieb 1976)		EM	VPX	Loserman76, Allknowing2012, Wildman	Loserman76, Allknowing2012, Wildman	1.0		FALSE	
NFL - 49ers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Bears (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Bengals (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Bills (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Broncos (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Browns (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Buccaneers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Cardinals (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Chargers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Chiefs (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Colts (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Cowboys (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Dolphins (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Eagles (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Falcons (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Giants (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Jaguars (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Jets (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Lions (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Packers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Panthers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Patriots (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Raiders (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Rams (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Ravens (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Redskins (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Saints (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Seahawks (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Steelers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Texans (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Titans (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
NFL - Vikings (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	Xenonph, SliderPoint	3.1	nfl	FALSE	
Nicolas Cage - Bad Lieutenant (Original 2020)		EM	VPX	Masonou	Masonou	1.0		FALSE	
Night Moves (International Concepts 1989)		SS	VPX	Kiwi, JPSalas, Arngrim, GtxJoe, DJRobX, Rothbauerw	Kiwi, JPSalas, Arngrim, GtxJoe, DJRobX, Rothbauerw	1.0.0	nmoves	FALSE	
Night Of The Living Dead (Original 2014)	Retheme MOD of Loserman76's Super Spin (Gottlieb 1977) based on Pinvention's design	EM	VPX	Shannon, Loserman76, HiRez, Xenonph, 32assassin	Shannon, Loserman76, HiRez, Xenonph, 32assassin	1.0		FALSE	
Night of the Living Dead '68 (Original 2018)	Graphics and Sound MOD of Out of Sight (Gottlieb 1974)	EM	VPX	HiRez00, Xenonph, Loserman76	HiRez00, Xenonph, Loserman76	1.0		FALSE	
Night Rider (Bally 1976)		EM	VPX	Allknowing2012	Allknowing2012	1.0b		FALSE	
Nine Ball (Stern 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord	Arconovum, Bord	1.0 FSS Rev. R2.5	nineball	FALSE	
Nine Ball (Stern 1980)		SS	VPX	Bord, Randr	Bord, Randr	1.0	nineball	FALSE	
Nitro Ground Shaker (Bally 1980)		SS	VPX	JPSalas, Carlos Rizzo 	JPSalas, Carlos Rizzo 	1.0.0	ngndshkr	FALSE	
Nitro Ground Shaker (Bally 1980)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum	Morttis, JPSalas, Arconovum	1.0.0 - rev.1.0 [D&N][CC][FSS][SS][10.6+]	ngndshkr	FALSE	
No Fear Dangerous Sports (Williams 1995)		SS	VPX	Ninuzzu, Bambiplattfus, HauntFreaks	Ninuzzu, Bambiplattfus, HauntFreaks	1.1	nf_23x	FALSE	
No Good Gofers (Williams 1997)		SS	VPX	Bodydump, Dark, Randr, HauntFreaks, ICPJuggla, Destruk	Bodydump, Dark, Randr, HauntFreaks, ICPJuggla, Destruk	1.0	ngg_13	FALSE	
No Good Gofers (Williams 1997)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Bodydump, Arconovum	Morttis, Bodydump, Arconovum	1.0 - rev. 1.0 [FSS]	ngg_13	FALSE	
NOBS (Original 2016)		SS	VPX	BorgDog, Arngrim	BorgDog, Arngrim	1.2.1		FALSE	
North Pole (Playmatic 1967)		EM	VPX	JPSalas, Pedator	JPSalas, Pedator	1.0.0		FALSE	
Now (Gottlieb 1971)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum, Loserman76, Bord	Arconovum, Loserman76, Bord	1.0 FSS Rev R2.6		FALSE	
Now (Gottlieb 1971)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Nudge-It (Gottlieb 1990)		SS	VPX	Lizard	Lizard	1.1	nudgeit	FALSE	
Nugent (Stern 1978)		SS	VPX	Wed21, 32assassin, Allknowing2012, Hauntfreaks, Gtxjoe, Flupper, nFozzy	Wed21, 32assassin, Allknowing2012, Hauntfreaks, Gtxjoe, Flupper, nFozzy	1.0.1	nugent	FALSE	
Oba-Oba (Taito do Brasil 1978)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	obaoba	FALSE	
Octopus (Nintendo 1981)	Remake of Game & Watch: Octopus (Nintendo 1981)	SS	VPX	Stat, Fisch	Stat, Fisch	1.0a		FALSE	
Odin Deluxe (Sonic 1985)	EM Version	EM	VPX	Nestorgian	Nestorgian	1.1		FALSE	
Ol' Ireland (Original 2018)		SS	VPX	Ronimhoff	Ronimhoff	1.1		FALSE	
Old Chicago (Bally 1976)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum, Loserman76, Gnance, Popotte	Arconovum, Loserman76, Gnance, Popotte	1.0 FSS Rev. R2.5		FALSE	
Old Chicago (Bally 1976)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0b		FALSE	
Old Coney Island! (Game Plan 1979)		SS	VPX	JPSalas	JPSalas	1.2.0	coneyis	FALSE	
Olympics (Gottlieb 1962)		EM	VPX	Loserman76, Tom, Bodydump, Itchigo, Editoy	Loserman76, Tom, Bodydump, Itchigo, Editoy	1.0c		FALSE	
Olympus (Juegos Populares 1986)		SS	VPX	Mfuegemann	Mfuegemann	0.1	olympus	FALSE	
Once Upon A Time In The West (Original 2019)	Retheme of JPSalas's Gork (Taito do Brasil 1983)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0	gork	FALSE	
Operation Thunder (Gottlieb 1992)	Bigus MOD	SS	VPX	Bigus1, Mfuegemann, Rascal	Bigus1, Mfuegemann, Rascal	2.1	opthund	FALSE	
Operation Thunder (Gottlieb 1992)	VP9 to VPX Conversion	SS	VPX	Rascal, Mfuegemann, Akiles5000, Zaphod, Destruk, Scapino, Fuzzel, JPSalas, Arngrim	Rascal, Mfuegemann, Akiles5000, Zaphod, Destruk, Scapino, Fuzzel, JPSalas, Arngrim	1.1	opthund	FALSE	
Orbit (Gottlieb 1971)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0		FALSE	
Orbitor 1 (Stern 1982)		SS	VPX	32assassin	32assassin	1.0	orbitor1	FALSE	
Ouija (Original 2020)	Retheme of JPSalas's Supersonic (Bally 1979)	SS	VPX	Davor, JPSalas	Davor, JPSalas	1.0	sst	FALSE	
Out of Sight (Gottlieb 1974)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0		FALSE	
Outer Space (Gottlieb 1972)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a		FALSE	
OXO (Williams 1973)		EM	VPX	Scottacus, HauntFreaks, Freneticamnesic, Bord	Scottacus, HauntFreaks, Freneticamnesic, Bord	2.0		FALSE	
Palace Guard (Gottlieb 1968)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0a		FALSE	
Panthera (Gottlieb 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, JPSalas	Arconovum, JPSalas	1.0.1 FSS Rev. R2.5	panther7	FALSE	
Panthera (Gottlieb 1980)		SS	VPX	JPSalas	JPSalas	1.0.1	panther7	FALSE	
Papa Smurf (Original 2015)		SS	VPX	JPSalas	JPSalas	1.2.1		FALSE	
Paragon (Bally 1979)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord	Arconovum, Bord	1.0 FSS Rev. R2.5	paragon	FALSE	
Paragon (Bally 1979)		SS	VPX	Bord, HauntFreaks, 32assassin, Thalamus	Bord, HauntFreaks, 32assassin, Thalamus	2.2	paragon	FALSE	
Party Animal (Bally 1987)		SS	VPX	Tom, Mlager8, Brian Wright, 32assassin, Thalamus, Cyberpez, Bord, Wildman	Tom, Mlager8, Brian Wright, 32assassin, Thalamus, Cyberpez, Bord, Wildman	1.0	prtyanim	FALSE	
Pat Patrouille, La (Original 2020)	French version of The Paw Patrol - MOD of Javier's Sonic The Hedgehog 2 (Original 2005)	SS	VPX	Emperor312	Emperor312	1.1		FALSE	
Paul Bunyan (Gottlieb 1968)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum, PinballPerson, Leon Spalding, BorgDog, Randr, Arngrim	Arconovum, PinballPerson, Leon Spalding, BorgDog, Randr, Arngrim	1.0 FSS Rev. R2.6		FALSE	
Paul Bunyan (Gottlieb 1968)		EM	VPX	BorgDog, Leon Spalding, Bord, 3rdaxis	BorgDog, Leon Spalding, Bord, 3rdaxis	1.97		FALSE	
Paw Patrol, The (Original 2020)	The Paw Patrol - MOD of Javier's Sonic The Hedgehog 2 (Original 2005)	SS	VPX	Emperor312	Emperor312	1.0		FALSE	
PDC World Darts (Original 2020)	Retheme of Xenonph's Christmas Pinball (Original 1980)	SS	VPX	Stevegooner123, Xenonph, Lizard 	Stevegooner123, Xenonph, Lizard 	1.2	playboy	FALSE	
Pennant Fever (Williams 1984)		SS	VPX	Tom, 32assassin, Bord, Randr, Rothbauerw	Tom, 32assassin, Bord, Randr, Rothbauerw	1.0		FALSE	
Penthouse (Original 2008)	Conversion of JPSalas's Harlem Globetrotters On Tour (Bally 1979)	SS	VPX	Batch, JPSalas, Rob046, Popotte, Taltmeyer, Takut, Thalamus	Batch, JPSalas, Rob046, Popotte, Taltmeyer, Takut, Thalamus	1.5	hglbtrtb	FALSE	
Penthouse (Original 2008)	Conversion of Harlem Globetrotters On Tour (Bally 1979)	SS	VPX	Batch, JPSalas, Arngrim, Rob046, Popotte, Taltmeyer, Takut, Kiwi, StevOz, nFozzy, Toxie, Thalamus	Batch, JPSalas, Arngrim, Rob046, Popotte, Taltmeyer, Takut, Kiwi, StevOz, nFozzy, Toxie, Thalamus	1.4.0		FALSE	
Pepsiman (Original 2019)	Retheme of World Cup (Williams 1978)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0	wldcp_l1	FALSE	
Phantom of the Opera (Data East 1990)	Bigus MOD	SS	VPX	Bigus1, 32assassin	Bigus1, 32assassin	1.5	poto_a32	FALSE	
Phantom of the Opera (Data East 1990)		SS	VPX	DCrosby, 32assassin, Robbo43	DCrosby, 32assassin, Robbo43	1.0	poto_a32	FALSE	
Phantom of the Opera (Data East 1990)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, DCrosby, Arconovum	Morttis, DCrosby, Arconovum	1.0 - Rev. 1.0 [FSS]	poto_a32	FALSE	
Pharaoh (Williams 1981)		SS	VPX	32assassin	32assassin	1.0		FALSE	
Pharaoh - Dead Rise (Williams 1981)	Retheme of Pharaoh (Williams 1981)	SS	VPX	Watacaractr, Xenonph, HiRezOO, JPSalas, BorgDog, Rothbauerw	Watacaractr, Xenonph, HiRezOO, JPSalas, BorgDog, Rothbauerw	1.1		FALSE	
Phychedelic (Gottlieb 1970)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Pin_City Demo (Original 2018)		SS	VPX	Malform11	Malform11	01		FALSE	
Pin-Bot (Williams 1986)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord, DJRobX, Rothbauerw, 32assassin, Tnjhead, Ted Bowie, HauntFreaks	Arconovum, Bord, DJRobX, Rothbauerw, 32assassin, Tnjhead, Ted Bowie, HauntFreaks	1.0 FSS Rev R2.6	pb_l5	FALSE	
Pin-Bot (Williams 1986)		SS	VPX	Bord, Blacksad, DJRobX, Rothbauerw, 32assassin, Tnjhead, Ted Bowie, HF	Bord, Blacksad, DJRobX, Rothbauerw, 32assassin, Tnjhead, Ted Bowie, HF	1.2	pb_l5	FALSE	
Pin-Up (Gottlieb 1975)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Pinball (Stern 1977)	SS (Solid State) Version	SS	VPX	Tom, Itchigo, 32assassin, Bord, Thalamus, Posty90, JPSalas, Chris Edler, Arngrim, Wildman	Tom, Itchigo, 32assassin, Bord, Thalamus, Posty90, JPSalas, Chris Edler, Arngrim, Wildman	1.2	pinball	FALSE	
Pinball (Stern 1977)	EM (Electro-mechanical) Version	EM	VPX	Loserman76, Tom, Itchigo, 32Assassin, Bord, Thalamus, Updon, Posty90, JPSalas, Chris Edler	Loserman76, Tom, Itchigo, 32Assassin, Bord, Thalamus, Updon, Posty90, JPSalas, Chris Edler	1.0		FALSE	
Pinball Champ '82 (Zaccaria 1982)		SS	VPX	32assassin, Mfuegemann	32assassin, Mfuegemann	1.2	pinchamp	FALSE	
Pinball Magic (Capcom 1995)		SS	VPX	UncleWilly	UncleWilly	1.3.1		FALSE	
Pinball Magic (Capcom 1995)		SS	VPX	Rothbauerw, UncleWilly, DJRobX, Draifet, Bawouait, CarnyPriest, Steven Ellenhoff	Rothbauerw, UncleWilly, DJRobX, Draifet, Bawouait, CarnyPriest, Steven Ellenhoff	2.0.8	pmb112	FALSE	
Pinball Magic (Capcom 1995)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Rothbauerw, UncleWilly, Arconovum, Hmueck	Morttis, Rothbauerw, UncleWilly, Arconovum, Hmueck	2.0.8 - rev.1.0 [D&N][CC][FSS][DMD][10.6+]	pmb112	FALSE	
Pinball Pool (Gottlieb 1979)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, BorgDog	Arconovum, BorgDog	1.0 FSS Rev. R2.5		FALSE	
Pinball Pool (Gottlieb 1979)		SS	VPX	BorgDog	BorgDog	1.3		FALSE	
Pink Floyd Pinball (Original 2020)	Conversion of Xenonph's Christmas Pinball (Original 1980) and Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Lizard	Stevegooner123, Xenonph, Lizard	1.0	playboy	FALSE	
Pink Floyds - The Wall (Original 2020)		SS	VPX	Supered	Supered	0.82		FALSE	
